Transaction ID,User,Person,CARD INDEX,Year,Card Number,Month,Day,Time,Amount,Use Chip,Merchant Name,Merchant City,Merchant State,Latitude,Longitude,Zip,MCC,Errors?,Is Fraud?,Merchant_ID
4081,1346,Ryan Cruz,0,2015,5236033792855943.0,10,14,10:39,$14.48,Chip Transaction,9137769173591184401,La Verne,CA,-117.7708,34.1159,91750.0,7210,,No,98
4082,1079,Bruce Gonzalez,0,2015,4022388623982220.0,10,15,06:12,$148.25,Chip Transaction,1913477460590765860,La Verne,CA,-117.7708,34.1159,91750.0,5300,,No,39
4083,368,Yamileth Rivera,0,2015,397408628397205.0,10,15,09:33,$72.89,Chip Transaction,3952145593743244256,La Verne,CA,-117.7708,34.1159,91750.0,7538,,No,62
4084,1778,Perla Phillips,0,2015,335921476257243.0,10,23,16:34,$14.80,Chip Transaction,-34551508091458520,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,16
4085,181,Judah Jones,0,2015,4479806423403351.0,10,24,07:27,$41.76,Swipe Transaction,5445101915276107289,La Verne,CA,-117.7708,34.1159,91750.0,5193,,No,103
4086,1915,Henley Russell,0,2015,4243196015563985.5,10,24,08:06,$51.10,Online Transaction,-4956618006720593695,ONLINE,,0.0,0.0,,5193,,No,106
4087,106,Estelle Richardson,0,2015,5139001522381220.0,10,25,20:08,$82.59,Swipe Transaction,-1605794445852049456,La Verne,CA,-117.7708,34.1159,91750.0,5812,,No,34
4088,880,Emiliano Wood,0,2015,4793849043206027.0,10,27,09:38,$52.81,Chip Transaction,-3345936507911876459,La Verne,CA,-117.7708,34.1159,91750.0,7538,,No,21
4089,405,Clay Evans,0,2015,4435091514671785.0,10,30,08:16,$22.67,Chip Transaction,-727612092139916043,Monterey Park,CA,-118.1271,34.0534,91754.0,5411,,No,1
4090,1293,Brennan Johnson,0,2015,5550802323458257.0,11,2,06:39,$35.35,Chip Transaction,-5475680618560174533,Monterey Park,CA,-118.115,34.048,91755.0,5942,,No,14
4091,121,Kaelyn Anwar,0,2015,5407870927189092.0,11,3,06:53,$44.13,Chip Transaction,-5475680618560174533,Monterey Park,CA,-118.115,34.048,91755.0,5942,,No,14
4092,35,Aden Adams,0,2015,5039048842448184.0,11,3,10:27,$14.25,Chip Transaction,9137769173591184401,La Verne,CA,-117.7708,34.1159,91750.0,7210,,No,98
4093,338,Lee Turner,0,2015,5084690936737005.0,11,4,13:18,$8.01,Chip Transaction,-4500542936415012428,La Verne,CA,-117.7708,34.1159,91750.0,5814,,No,10
4094,418,Randall Long,0,2015,5907512722234563.0,11,7,06:16,$95.46,Chip Transaction,3527213246127876953,La Verne,CA,-117.7708,34.1159,91750.0,5300,,No,0
4095,411,Magdalena Jenkins,0,2015,5921343520642553.0,11,11,06:24,$23.33,Chip Transaction,-5475680618560174533,Monterey Park,CA,-118.115,34.048,91755.0,5942,,No,14
4096,501,Belen Reyes,0,2015,4591747777139073.0,11,14,06:39,$39.42,Chip Transaction,-34551508091458520,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,16
4097,869,Aspen Stewart,0,2015,5747958873333088.0,11,15,06:22,$128.49,Chip Transaction,4060646732831064559,La Verne,CA,-117.7708,34.1159,91750.0,5411,,No,17
4098,1598,Eduardo Murphy,0,2015,359466340825605.0,11,15,11:56,$1.58,Chip Transaction,6666504894937430109,La Verne,CA,-117.7708,34.1159,91750.0,5499,,No,38
4099,398,Jennifer Thomas,0,2015,5978230791001469.0,11,15,12:55,$287.13,Online Transaction,-8194607650924472520,ONLINE,,0.0,0.0,,3001,,Yes,4099
4100,1274,Darrell Gomez,0,2015,5115906061769120.0,11,15,13:19,$2.41,Online Transaction,-7759074308363763111,ONLINE,,0.0,0.0,,5651,,Yes,4100
4101,512,Lucinda Xi,0,2015,5461068745624979.0,11,16,09:41,$50.81,Online Transaction,-551332107213382088,ONLINE,,0.0,0.0,,4411,,Yes,4101
4102,438,Butch El-Mafouk,0,2015,5687094950907399.0,11,16,09:46,$248.36,Online Transaction,4872340518840476610,ONLINE,,0.0,0.0,,5732,,Yes,4102
4103,1612,Jana Howard,0,2015,4744158528922930.0,11,16,11:20,$473.00,Online Transaction,-8566951830324093739,ONLINE,,0.0,0.0,,3640,,Yes,302
4104,1630,Skylar Perez,0,2015,5862883052434843.0,11,16,11:34,$144.49,Online Transaction,-3650057525483423997,ONLINE,,0.0,0.0,,3007,,Yes,4104
4105,1194,Billy Phillips,0,2015,4353880576731239.0,11,16,13:44,$44.57,Online Transaction,1913477460590765860,ONLINE,,0.0,0.0,,5300,,Yes,39
4106,1272,Maggie Faraday,0,2015,5075163198448769.0,11,17,14:12,$64.93,Online Transaction,4645744106416199425,ONLINE,,0.0,0.0,,7996,,Yes,4106
4107,15,Riya Cruz,0,2015,4986270376099447.0,11,17,15:35,$124.59,Online Transaction,9057735476014445185,ONLINE,,0.0,0.0,,5311,,Yes,3767
4108,1417,Kate Collins,0,2015,5612519597863979.0,11,17,15:59,$97.34,Online Transaction,5625828905483550857,ONLINE,,0.0,0.0,,7922,,Yes,4108
4109,876,Kaya Macron,0,2015,4664688687059371.0,11,17,16:05,$17.86,Online Transaction,-3220758452254689706,ONLINE,,0.0,0.0,,5311,,Yes,522
4110,982,Gabriella Flores,0,2015,6865624170982694.0,11,18,13:48,$84.24,Chip Transaction,6661973303171003879,Ontario,CA,-117.6187,34.0316,91761.0,5211,,No,205
4111,1378,Jaxx Ward,0,2015,5608287824056674.0,11,20,07:34,$162.11,Online Transaction,-8566951830324093739,ONLINE,,0.0,0.0,,3640,,Yes,302
4112,548,Bailee Walker,0,2015,6375330614788153.0,11,20,07:42,$-473.00,Online Transaction,-8566951830324093739,ONLINE,,0.0,0.0,,3640,,Yes,302
4113,598,Valerie Scott,0,2015,4772324802242471.0,11,20,21:29,$27.87,Chip Transaction,-3265671264153192329,Monterey Park,CA,-118.1271,34.0534,91754.0,7832,,No,159
4114,1260,Cannon Johnson,0,2015,4946571800021795.0,11,25,13:47,$72.20,Chip Transaction,-5904116920141006298,Diamond Bar,CA,-117.8098,34.0066,91765.0,5719,,No,46
4115,1426,Zyaire Bennett,0,2015,4969817527377037.0,11,28,13:04,$8.18,Chip Transaction,2027553650310142703,Mira Loma,CA,-117.5236,33.9938,91752.0,5541,,No,12
4116,48,Ty Jackson,0,2015,5456915066505066.0,11,30,11:52,$1.46,Chip Transaction,6666504894937430109,La Verne,CA,-117.7708,34.1159,91750.0,5499,Bad PIN,No,38
4117,312,Kyree Evans,0,2015,5496286717273458.0,12,2,20:26,$146.20,Online Transaction,4241336128694185533,ONLINE,,0.0,0.0,,4814,,No,181
4118,1981,Lucinda Burns,0,2015,5750484233286684.0,12,3,11:02,$29.37,Swipe Transaction,6135208568923449408,La Verne,CA,-117.7708,34.1159,91750.0,9402,,No,551
4119,1681,Abril Martin,0,2015,4493101815036488.0,12,8,06:25,$115.16,Chip Transaction,3527213246127876953,La Verne,CA,-117.7708,34.1159,91750.0,5300,,No,0
4120,1519,Milo Thompson,0,2015,4529699535483304.0,12,9,11:42,$20.72,Chip Transaction,-8129520121141002186,La Verne,CA,-117.7708,34.1159,91750.0,5211,,No,570
4121,1764,Brylee Price,0,2015,4472791439889132.0,12,15,06:49,$47.65,Chip Transaction,-5475680618560174533,Monterey Park,CA,-118.115,34.048,91755.0,5942,,No,14
4122,951,Caylee Schmidt,0,2015,4621289769533601.0,12,16,13:51,$67.78,Chip Transaction,-727612092139916043,Monterey Park,CA,-118.1271,34.0534,91754.0,5411,,No,1
4123,1711,Nico Brown,0,2015,4320358361635021.0,12,17,06:43,$40.11,Chip Transaction,-727612092139916043,Monterey Park,CA,-118.1271,34.0534,91754.0,5411,,No,1
4124,943,Corinne Brown,0,2015,4338179283608637.0,12,17,13:56,$79.60,Chip Transaction,-5475680618560174533,Monterey Park,CA,-118.115,34.048,91755.0,5942,,No,14
4125,23,Roland King,0,2015,5813611925507601.0,12,17,20:18,$77.52,Swipe Transaction,-1605794445852049456,La Verne,CA,-117.7708,34.1159,91750.0,5812,,No,34
4126,284,Bowen Perry,0,2015,4356308555060329.0,12,22,13:29,$3.42,Chip Transaction,2027553650310142703,Mira Loma,CA,-117.5236,33.9938,91752.0,5541,,No,12
4127,1581,Zaniyah Abe,0,2015,382031359848619.0,12,23,06:58,$43.59,Chip Transaction,-5475680618560174533,Monterey Park,CA,-118.115,34.048,91755.0,5942,,No,14
4128,321,Charli Nelson,0,2015,4750958043493039.0,12,24,20:17,$143.81,Online Transaction,4241336128694185533,ONLINE,,0.0,0.0,,4814,,No,181
4129,308,Jazlynn Watson,0,2015,5569049232811437.0,12,26,07:20,$51.40,Chip Transaction,5817218446178736267,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,4
4130,1758,Elian Fernandez,0,2015,5390553032149250.0,12,28,06:33,$47.98,Chip Transaction,-34551508091458520,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,16
4131,1425,Mckenna Bell,0,2015,4317393372526103.0,12,31,10:57,$68.35,Chip Transaction,-3345936507911876459,La Verne,CA,-117.7708,34.1159,91750.0,7538,,No,21
4132,232,Jaylen Merkel,0,2015,4447933834459564.0,12,31,13:17,$63.00,Chip Transaction,-1288082279022882052,La Verne,CA,-117.7708,34.1159,91750.0,5499,,No,70
4133,1832,Amiya Davis,0,2015,367474243774504.0,12,31,13:22,$-63.00,Chip Transaction,-1288082279022882052,La Verne,CA,-117.7708,34.1159,91750.0,5499,,No,70
4134,456,Hannah Perry,0,2015,5390318153988797.0,12,31,13:24,$18.60,Chip Transaction,-1288082279022882052,La Verne,CA,-117.7708,34.1159,91750.0,5499,,No,70
4135,1026,Marcel Myers,0,2015,4142865741084776.0,12,31,16:46,$113.69,Chip Transaction,-5149532407043754225,La Verne,CA,-117.7708,34.1159,91750.0,5655,Insufficient Balance,No,671
4136,1501,Azariah Hall,0,2016,5701332239788541.0,1,3,10:48,$66.48,Chip Transaction,-3345936507911876459,La Verne,CA,-117.7708,34.1159,91750.0,7538,,No,21
4137,631,Victoria Edwards,0,2016,5904516440918627.0,1,4,06:43,$40.02,Chip Transaction,-34551508091458520,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,16
4138,45,Butch Brooks,0,2016,5115700923413241.0,1,7,09:30,$54.11,Chip Transaction,4055257078481058705,La Verne,CA,-117.7708,34.1159,91750.0,7538,,No,9
4139,1382,Jolene Fox,0,2016,325568769110415.0,1,7,16:03,$89.48,Chip Transaction,3414527459579106770,Monterey Park,CA,-118.1271,34.0534,91754.0,5651,,No,3
4140,1972,Aniyah Long,0,2016,5013028791214183.0,1,10,06:38,$29.15,Chip Transaction,-5475680618560174533,Monterey Park,CA,-118.115,34.048,91755.0,5942,,No,14
4141,1229,Cyrus Myers,0,2016,4464546125723807.0,1,13,06:37,$120.00,Chip Transaction,-4282466774399734331,Mira Loma,CA,-117.5236,33.9938,91752.0,4829,,No,25
4142,1124,Arianna Clark,0,2016,5190461528175420.0,1,13,13:52,$56.87,Chip Transaction,3527213246127876953,La Verne,CA,-117.7708,34.1159,91750.0,5300,,No,0
4143,41,Thomas Burns,0,2016,4587476056357151.0,1,15,10:56,$1.44,Chip Transaction,-7232193519160172381,La Verne,CA,-117.7708,34.1159,91750.0,7542,,No,364
4144,1839,Bailee Labelle,0,2016,5758903151118803.0,1,18,16:57,$102.90,Online Transaction,208649686760524778,ONLINE,,0.0,0.0,,5651,,No,905
4145,1366,Katherine Walker,0,2016,5744052952747615.0,1,19,06:58,$41.61,Chip Transaction,4060646732831064559,La Verne,CA,-117.7708,34.1159,91750.0,5411,,No,17
4146,390,Baylee Roman,0,2016,4914230230023485.0,1,21,14:24,$3.93,Chip Transaction,2027553650310142703,Mira Loma,CA,-117.5236,33.9938,91752.0,5541,,No,12
4147,96,Kase Nguyen,0,2016,4439832703761219.0,1,23,06:09,$112.79,Chip Transaction,1913477460590765860,La Verne,CA,-117.7708,34.1159,91750.0,5300,,No,39
4148,1804,Dane Morales,0,2016,4766814724627532.0,1,24,06:22,$32.81,Chip Transaction,-5475680618560174533,Monterey Park,CA,-118.115,34.048,91755.0,5942,,No,14
4149,1717,Noa King,0,2016,4662421715985774.0,1,24,16:14,$12.57,Chip Transaction,8080934608468946743,Monterey Park,CA,-118.1271,34.0534,91754.0,5310,,No,214
4150,1611,Jayde Powell,0,2016,4463399619811655.0,1,24,20:26,$106.81,Swipe Transaction,-1605794445852049456,La Verne,CA,-117.7708,34.1159,91750.0,5812,Insufficient Balance,No,34
4151,373,Lilianna Farhad,0,2016,5688444191664896.0,1,25,06:59,$119.17,Chip Transaction,4060646732831064559,La Verne,CA,-117.7708,34.1159,91750.0,5411,,No,17
4152,653,Levi Gomez,0,2016,4515472056993650.0,1,31,09:54,$50.40,Chip Transaction,4055257078481058705,La Verne,CA,-117.7708,34.1159,91750.0,7538,,No,9
4153,1204,Adan Howard,0,2016,4568990237174716.0,1,31,13:35,$60.63,Chip Transaction,4060646732831064559,La Verne,CA,-117.7708,34.1159,91750.0,5411,,No,17
4154,903,Darius Thomas,0,2016,4527984307819255.0,2,1,10:39,$1.99,Chip Transaction,-7232193519160172381,La Verne,CA,-117.7708,34.1159,91750.0,7542,,No,364
4155,309,Ibrahim Turner,0,2016,5032880040092416.0,2,3,06:57,$56.58,Chip Transaction,-727612092139916043,Monterey Park,CA,-118.1271,34.0534,91754.0,5411,,No,1
4156,684,Keanu Ortiz,0,2016,4264613897925473.5,2,5,06:12,$101.18,Chip Transaction,5817218446178736267,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,4
4157,1215,Brycen Bell,0,2016,4340110703036077.0,2,6,20:18,$39.03,Online Transaction,5805127065224074672,ONLINE,,0.0,0.0,,7349,,No,583
4158,972,Gordon Collins,0,2016,4380773389755661.0,2,7,14:07,$3.12,Chip Transaction,-727612092139916043,Monterey Park,CA,-118.1271,34.0534,91754.0,5411,,No,1
4159,887,Camila Braun,0,2016,4449334595737957.0,2,8,06:11,$117.56,Chip Transaction,-727612092139916043,Monterey Park,CA,-118.1271,34.0534,91754.0,5411,,No,1
4160,687,Leon Lewis,0,2016,4856808577039430.0,2,8,13:10,$79.36,Chip Transaction,8080934608468946743,Monterey Park,CA,-118.1271,34.0534,91754.0,5310,,No,214
4161,1112,Melody Nelson,0,2016,4470331095113773.0,2,9,20:14,$111.75,Chip Transaction,-4500542936415012428,La Verne,CA,-117.7708,34.1159,91750.0,5814,,No,10
4162,1694,Jaxson Anderson,0,2016,5288171160215324.0,2,12,06:07,$159.14,Chip Transaction,3527213246127876953,La Verne,CA,-117.7708,34.1159,91750.0,5300,,No,0
4163,351,Cassidy Anwar,0,2016,5352787929411472.0,2,14,05:48,$200.00,Chip Transaction,-4282466774399734331,Mira Loma,CA,-117.5236,33.9938,91752.0,4829,,No,25
4164,1860,Reina Cox,0,2016,4941217468452968.0,2,16,06:24,$116.06,Chip Transaction,-34551508091458520,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,16
4165,1535,Steven King,0,2016,5214165168049372.0,2,23,13:33,$-52.00,Chip Transaction,-1288082279022882052,La Verne,CA,-117.7708,34.1159,91750.0,5499,,No,70
4166,291,Pearl Rivera,0,2016,5253525523982495.0,2,23,13:47,$52.00,Chip Transaction,-1288082279022882052,La Verne,CA,-117.7708,34.1159,91750.0,5499,,No,70
4167,1942,Madelyn Lee,0,2016,4763790665708312.0,2,23,13:51,$70.10,Chip Transaction,-1288082279022882052,La Verne,CA,-117.7708,34.1159,91750.0,5499,,No,70
4168,110,Samuel Fu,0,2016,5116904368864992.0,2,26,06:06,$82.95,Chip Transaction,1913477460590765860,La Verne,CA,-117.7708,34.1159,91750.0,5300,,No,39
4169,997,Rory Ross,0,2016,5161633770589124.0,2,27,06:32,$42.50,Chip Transaction,-34551508091458520,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,16
4170,346,Chana Myers,0,2016,5472231620359227.0,3,1,09:21,$36.80,Chip Transaction,3952145593743244256,La Verne,CA,-117.7708,34.1159,91750.0,7538,,No,62
4171,130,Ximena Davis,0,2016,5182568921946800.0,3,4,06:39,$27.93,Chip Transaction,-727612092139916043,Monterey Park,CA,-118.1271,34.0534,91754.0,5411,,No,1
4172,186,Kassidy Morgan,0,2016,4614417915507952.0,3,6,06:04,$132.64,Chip Transaction,2027553650310142703,Mira Loma,CA,-117.5236,33.9938,91752.0,5541,,No,12
4173,957,Kaison Turner,0,2016,5909062238371484.0,3,14,09:31,$43.44,Chip Transaction,3952145593743244256,La Verne,CA,-117.7708,34.1159,91750.0,7538,,No,62
4174,1473,Hannah Gonzalez,0,2016,5444299345162204.0,3,15,17:14,$32.58,Online Transaction,4241336128694185533,ONLINE,,0.0,0.0,,4814,,No,181
4175,43,Leslie Myers,0,2016,5058769177189803.0,3,16,07:18,$24.16,Chip Transaction,4060646732831064559,La Verne,CA,-117.7708,34.1159,91750.0,5411,,No,17
4176,413,Wilder Hughes,0,2016,5503548049749435.0,3,17,06:52,$39.56,Chip Transaction,-5475680618560174533,Monterey Park,CA,-118.115,34.048,91755.0,5942,,No,14
4177,280,Dominique Evans,0,2016,4095430974536551.0,3,23,06:08,$24.98,Chip Transaction,-34551508091458520,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,16
4178,1108,Maisie James,0,2016,4222289017221449.5,3,24,06:51,$39.18,Chip Transaction,-727612092139916043,Monterey Park,CA,-118.1271,34.0534,91754.0,5411,,No,1
4179,1578,Jana Watson,0,2016,4419165641059151.0,3,30,09:00,$48.91,Chip Transaction,4055257078481058705,La Verne,CA,-117.7708,34.1159,91750.0,7538,Insufficient Balance,No,9
4180,26,Amaya Stewart,0,2016,5389442391430673.0,3,30,13:08,$77.00,Chip Transaction,2027553650310142703,Mira Loma,CA,-117.5236,33.9938,91752.0,5541,,No,12
4181,1287,Rey Lee,0,2016,4274011202694035.0,3,30,13:09,$56.48,Chip Transaction,2027553650310142703,Mira Loma,CA,-117.5236,33.9938,91752.0,5541,,No,12
4182,597,Anabelle Faraday,0,2016,4745512667212883.0,3,30,13:20,$-77.00,Chip Transaction,2027553650310142703,Mira Loma,CA,-117.5236,33.9938,91752.0,5541,,No,12
4183,544,Dexter Thomas,0,2016,4566018104845496.0,4,3,06:13,$17.93,Chip Transaction,4060646732831064559,La Verne,CA,-117.7708,34.1159,91750.0,5411,,No,17
4184,1310,Butch Labelle,0,2016,4448354145874788.0,4,7,13:27,$13.40,Chip Transaction,-727612092139916043,Monterey Park,CA,-118.1271,34.0534,91754.0,5411,,No,1
4185,1338,Laurel Gao,0,2016,5714691469447873.0,4,10,06:57,$51.03,Chip Transaction,-5475680618560174533,Monterey Park,CA,-118.115,34.048,91755.0,5942,,No,14
4186,1800,Skyler Robinson,0,2016,5356557830959677.0,4,20,06:30,$140.62,Chip Transaction,-8623996359831810778,Manila,Philippines,0.0,0.0,,5411,,No,4186
4187,1897,Gabriela Price,0,2016,5997676532243287.0,4,20,20:24,$69.71,Chip Transaction,-5358926309452434861,Manila,Philippines,0.0,0.0,,5812,,No,4187
4188,266,Lizbeth Jenkins,0,2016,4194403279790055.0,4,23,20:11,$80.41,Chip Transaction,-5358926309452434861,Manila,Philippines,0.0,0.0,,5812,,No,4187
4189,21,Grayson Diaz,0,2016,4832328468851061.0,4,25,06:00,$130.99,Chip Transaction,308446962162110756,Manila,Philippines,0.0,0.0,,5912,,No,4189
4190,157,Estrella Sullivan,0,2016,4859980421504976.0,4,26,08:31,$28.84,Chip Transaction,-7082871253580838852,Manila,Philippines,0.0,0.0,,5193,,No,4190
4191,1040,Miller Powell,0,2016,6932682320710660.0,4,29,06:07,$106.50,Chip Transaction,308446962162110756,Manila,Philippines,0.0,0.0,,5912,,No,4189
4192,307,Rodrigo Braun,0,2016,4739603201770871.0,5,2,06:40,$48.75,Chip Transaction,308446962162110756,Manila,Philippines,0.0,0.0,,5912,,No,4189
4193,1075,Opal Ortiz,0,2016,4170281671173425.0,5,3,20:01,$88.79,Chip Transaction,-5358926309452434861,Manila,Philippines,0.0,0.0,,5812,,No,4187
4194,412,Andi Bailey,0,2016,4436697575956445.0,5,4,06:18,$126.11,Chip Transaction,308446962162110756,Manila,Philippines,0.0,0.0,,5912,,No,4189
4195,1747,Rodney King,0,2016,5550568534248004.0,5,5,06:50,$37.02,Chip Transaction,308446962162110756,Manila,Philippines,0.0,0.0,,5912,,No,4189
4196,1377,Katelyn Johnson,0,2016,5324493090826390.0,5,5,20:13,$43.52,Chip Transaction,-5358926309452434861,Manila,Philippines,0.0,0.0,,5812,,No,4187
4197,643,Frances Johnson,0,2016,4434350524306825.5,5,10,09:32,$66.80,Chip Transaction,3952145593743244256,La Verne,CA,-117.7708,34.1159,91750.0,7538,,No,62
4198,600,Jayceon Neufelder,0,2016,5070468758051891.0,5,11,06:16,$134.21,Chip Transaction,5817218446178736267,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,4
4199,1890,Ethan Smith,0,2016,4015359680044239.0,5,12,06:25,$45.80,Chip Transaction,-5475680618560174533,Monterey Park,CA,-118.115,34.048,91755.0,5942,,No,14
4200,291,Pearl Rivera,0,2016,5253525523982495.0,5,12,06:42,$141.04,Chip Transaction,5817218446178736267,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,4
4201,808,Oscar Sanders,0,2016,4387424871359761.5,5,12,06:53,$33.80,Chip Transaction,-727612092139916043,Monterey Park,CA,-118.1271,34.0534,91754.0,5411,,No,1
4202,491,Jeffery Farhad,0,2016,4489171973874625.5,5,14,14:17,$11.56,Chip Transaction,1532660746587553006,Kingston,Jamaica,0.0,0.0,,5812,,No,4202
4203,1392,Harmoni Jackson,0,2016,4906111160520305.0,5,14,16:57,$12.73,Chip Transaction,8169568748934000044,Kingston,Jamaica,0.0,0.0,,5912,,No,4203
4204,1373,Amber Jenkins,0,2016,4143669555806355.0,5,17,06:22,$158.95,Chip Transaction,-5162038175624867091,Kingston,Jamaica,0.0,0.0,,5541,,No,1456
4205,1211,Aleah Torres,0,2016,5542688229083627.0,5,20,13:17,$10.28,Chip Transaction,1532660746587553006,Kingston,Jamaica,0.0,0.0,,5812,,No,4202
4206,12,Romina Garcia,0,2016,5656383455895230.0,5,24,13:30,$10.29,Chip Transaction,8052372811390502404,Kingston,Jamaica,0.0,0.0,,5411,,No,4206
4207,1588,Armani Edwards,0,2016,4026278148154052.0,5,24,14:02,$74.69,Chip Transaction,-5162038175624867091,Kingston,Jamaica,0.0,0.0,,5541,,No,1456
4208,1205,Cecilia Ortiz,0,2016,5729297445419728.0,5,24,14:20,$-62.00,Chip Transaction,-5162038175624867091,Kingston,Jamaica,0.0,0.0,,5541,,No,1456
4209,13,Keanu Chen,0,2016,4556928160477229.0,5,24,14:25,$62.00,Chip Transaction,-5162038175624867091,Kingston,Jamaica,0.0,0.0,,5541,,No,1456
4210,486,Beckett Gonzalez,0,2016,4099931530727553.0,5,26,14:27,$4.52,Chip Transaction,-2840434167953522232,Kingston,Jamaica,0.0,0.0,,5921,,No,4210
4211,1662,Axl Collins,0,2016,4042007108574831.0,5,29,21:35,$24.45,Chip Transaction,-3265671264153192329,Monterey Park,CA,-118.1271,34.0534,91754.0,7832,,No,159
4212,1219,Ronan Thomas,0,2016,5688998474789359.0,6,2,06:40,$47.83,Chip Transaction,-34551508091458520,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,16
4213,1192,Charles Clark,0,2016,4302881392511495.0,6,6,06:03,$121.85,Chip Transaction,-245178307025547046,La Verne,CA,-117.7708,34.1159,91750.0,5311,Insufficient Balance,No,44
4214,57,Aiyana Abe,0,2016,5957925302951752.0,6,7,07:12,$19.81,Chip Transaction,4060646732831064559,La Verne,CA,-117.7708,34.1159,91750.0,5411,,No,17
4215,42,Titan Flores,0,2016,4013876625955765.0,6,9,06:35,$35.16,Chip Transaction,-34551508091458520,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,16
4216,621,Alicia Young,0,2016,4044839537020409.5,6,10,06:18,$74.45,Chip Transaction,5817218446178736267,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,4
4217,1311,Sylvia Thomas,0,2016,346838160027794.0,6,11,06:18,$151.80,Chip Transaction,5817218446178736267,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,4
4218,1485,Marcelo Foster,0,2016,4429857777537289.0,6,14,19:00,$15.36,Chip Transaction,-34551508091458520,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,16
4219,393,Malia Jones,0,2016,4609363841131495.0,6,16,13:41,$-88.00,Chip Transaction,2027553650310142703,Mira Loma,CA,-117.5236,33.9938,91752.0,5541,,No,12
4220,415,Rachel Gomez,0,2016,5604896104987546.0,6,16,13:48,$88.00,Chip Transaction,2027553650310142703,Mira Loma,CA,-117.5236,33.9938,91752.0,5541,,No,12
4221,678,Finley Reed,0,2016,5494077855460522.0,6,16,13:48,$75.75,Chip Transaction,2027553650310142703,Mira Loma,CA,-117.5236,33.9938,91752.0,5541,,No,12
4222,1685,Amir Leroux,0,2016,5815754119556359.0,6,17,20:10,$78.86,Swipe Transaction,-1605794445852049456,La Verne,CA,-117.7708,34.1159,91750.0,5812,Insufficient Balance,No,34
4223,1379,Thea King,0,2016,4336242728631012.0,6,20,06:59,$35.86,Chip Transaction,-727612092139916043,Monterey Park,CA,-118.1271,34.0534,91754.0,5411,,No,1
4224,129,Lizbeth Garcia,0,2016,5192370991764802.0,6,20,13:42,$64.92,Chip Transaction,3189517333335617109,La Verne,CA,-117.7708,34.1159,91750.0,5311,,No,22
4225,906,Callie Fisher,0,2016,5397399966487868.0,6,21,06:30,$40.10,Chip Transaction,-5475680618560174533,Monterey Park,CA,-118.115,34.048,91755.0,5942,,No,14
4226,1235,Rylan Murphy,0,2016,5109330727953243.0,6,21,13:03,$11.04,Swipe Transaction,-1605794445852049456,La Verne,CA,-117.7708,34.1159,91750.0,5812,,No,34
4227,1928,Anna King,0,2016,4342161680384576.0,6,26,06:28,$124.42,Chip Transaction,1913477460590765860,La Verne,CA,-117.7708,34.1159,91750.0,5300,,No,39
4228,1994,Donald Xi,0,2016,4331126149037343.0,6,28,06:18,$130.86,Chip Transaction,1913477460590765860,La Verne,CA,-117.7708,34.1159,91750.0,5300,,No,39
4229,559,Cody Wood,0,2016,4832425456568319.0,6,29,06:49,$47.46,Chip Transaction,5817218446178736267,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,4
4230,142,Stetson Thomas,0,2016,4461391532392447.0,6,29,14:28,$64.60,Chip Transaction,3527213246127876953,La Verne,CA,-117.7708,34.1159,91750.0,5300,,No,0
4231,1747,Rodney King,0,2016,5550568534248004.0,7,4,20:18,$72.76,Swipe Transaction,-1605794445852049456,La Verne,CA,-117.7708,34.1159,91750.0,5812,,No,34
4232,983,Monserrat Perez,0,2016,5123561690852830.0,7,6,06:20,$145.66,Chip Transaction,-34551508091458520,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,16
4233,1581,Zaniyah Abe,0,2016,382031359848619.0,7,12,06:13,$137.51,Chip Transaction,4060646732831064559,La Verne,CA,-117.7708,34.1159,91750.0,5411,,No,17
4234,856,Magdalena Farhad,0,2016,5147547789135485.0,7,14,06:51,$37.18,Chip Transaction,-34551508091458520,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,16
4235,1998,Juelz Roman,0,2016,5929512204765914.0,7,20,06:39,$35.73,Chip Transaction,5817218446178736267,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,4
4236,1986,Alina Watson,0,2016,5447193146031175.0,7,20,13:57,$62.98,Chip Transaction,-5475680618560174533,Monterey Park,CA,-118.115,34.048,91755.0,5942,,No,14
4237,382,Madden Hill,0,2016,4304336989685853.0,7,21,06:59,$36.66,Chip Transaction,-34551508091458520,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,16
